ID Caso,Año,Municipio,Departamento,Región,Modalidad,Presunto Responsable,Descripción Presunto Responsable,Abandono o Despojo Forzado de Tierras,Amenaza o Intimidación,Ataque Contra Misión Médica,Confinamiento o Restricción a la Movilidad,Desplazamiento Forzado,Extorsión,Lesionados Civiles,Pillaje,Tortura,Violencia Basada en Género,Otro Hecho Simultáneo,Total de Víctimas del Caso,Tipo de Armas,latitud-longitud
288772,1985,CONVENCION,NORTE DE SANTANDER,CATATUMBO,ASALTO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.3372084478 8.4703689333)
288776,1985,TORIBIO,CAUCA,NORTE DEL CAUCA,RETENCIÓN/EJECUCIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,1,,,126,ARMA CORTO PUNZANTE - OBJETO CONTUNDENTE,POINT (-76.2403937355 3.0220319489)
288777,1985,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ASALTO,AGENTE DEL ESTADO,FUERZAS PUBLICAS,0,0,0,0,0,0,17,0,0,,,13,,POINT (-75.581713332 6.246715564)
288781,1985,ALMAGUER,CAUCA,MACIZO COLOMBIANO,ASALTO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,7,ARMA DE FUEGO,POINT (-76.8559244891 1.9133602329)
288782,1985,LA PEÑA,CUNDINAMARCA,NOROCCIDENTE DE CUNDINAMARCA,RETENCIÓN/EJECUCIÓN,AGENTE DEL ESTADO,FUERZAS PUBLICAS,0,0,0,0,0,0,5,0,1,,,5,ARMA DE FUEGO,POINT (-74.3930887331 5.2002111469)
288783,1985,EL BAGRE,ANTIOQUIA,BAJO CAUCA ANTIOQUEÑO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,7,ARMA DE FUEGO,POINT (-74.799097289 7.5975217942)
288785,1986,VALLEDUPAR,CESAR,SIERRA NEVADA DE SANTA MARTA,ASALTO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.259389309 10.4604812152)
288787,1986,PUERTO NARE,ANTIOQUIA,MAGDALENA MEDIO,RETENCIÓN/EJECUCIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-74.5716887665 6.2194810893)
288788,1986,PUERTO NARE,ANTIOQUIA,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.5830120144 6.186024828)
288791,1986,SEGOVIA,ANTIOQUIA,NORDESTE ANTIOQUEÑO,FALSO POSITIVO,AGENTE DEL ESTADO,FUERZAS PUBLICAS,0,0,0,0,0,0,0,0,1,,,5,OBJETO CONTUNDENTE - USO DE QUEMICOS Y TIXICOS,POINT (-74.7015910715 7.0796396792)
288792,1986,SEGOVIA,ANTIOQUIA,NORDESTE ANTIOQUEÑO,RETENCIÓN/EJECUCIÓN,AGENTE DEL ESTADO,FUERZAS PUBLICAS,0,0,0,0,0,0,1,0,1,,,5,ARMA DE FUEGO,POINT (-74.8210989007 7.254196645)
288799,1986,TURBO,ANTIOQUIA,URABA,RUTA,GUERRILLA,EPL,0,0,0,0,0,1,3,0,0,,,6,ARMA DE FUEGO,POINT (-76.6322473006 7.9968979535)
288800,1986,TIERRALTA,CORDOBA,URABA,ASALTO,GUERRILLA,EPL,0,0,0,0,0,0,1,0,0,,,5,ARMA DE FUEGO,POINT (-76.1444312006 8.1474489354)
288802,1986,BRICENO,ANTIOQUIA,NORTE DE ANTIOQUIA,ASALTO,GUERRILLA,FARC,0,1,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-75.5152167081 7.1937893864)
288806,1986,SARAVENA,ARAUCA,SARARE,ASALTO,AGENTE DEL ESTADO,FUERZAS PUBLICAS,0,1,0,0,0,0,0,0,0,,,5,,POINT (-71.8723334257 6.9538595698)
288810,1986,EL PLAYON,SANTANDER,PROVINCIA DE SOTO,ASALTO,GUERRILLA,FARC,0,0,0,0,1,0,1,0,1,,,5,ARMA DE FUEGO,POINT (-73.2028779315 7.4707195926)
288811,1986,VALDIVIA,ANTIOQUIA,NORTE DE ANTIOQUIA,ASALTO,GUERRILLA,FARC,0,0,0,0,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.4391984392 7.1653399998)
288816,1986,TURBO,ANTIOQUIA,URABA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,8,,POINT (-76.7291584376 8.089116411)
288817,1986,YONDO,ANTIOQUIA,MAGDALENA MEDIO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,4,,POINT (-73.9124579456 7.0039407344)
288819,1986,VISTAHERMOSA,META,ARIARI GUAYABERO,ASALTO,AGENTE DEL ESTADO,FUERZAS PUBLICAS,0,0,0,0,0,0,3,0,0,,,4,ARMA DE FUEGO,POINT (-73.6746937486 2.9757503786)
