ID Caso,ID Caso Relacionado,Año,Mes,Día,Código DANE de Municipio,Municipio,Departamento,Región,Modalidad,Presunto Responsable,Descripción Presunto Responsable,Abandono o Despojo Forzado de Tierras,Amenaza o Intimidación,Ataque Contra Misión Médica,Confinamiento o Restricción a la Movilidad,Desplazamiento Forzado,Extorsión,Lesionados Civiles,Pillaje,Tortura,Violencia Basada en Género,Otro Hecho Simultáneo,Total de Víctimas del Caso,Tipo de Armas,latitud-longitud
289358,,1991,11,21,66687,SANTUARIO,RISARALDA,EJE CAFETERO,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,2,0,0,,,4,ARMA DE FUEGO,POINT (-75.9621155318 5.0727811385)
289360,,1991,11,22,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,1,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.2534489818 10.9333491268)
289361,,1991,11,25,15542,PESCA,BOYACA,ALTIPLANO CUNDIBOYACENSE,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-73.0508722377 5.5588076092)
289363,,1991,11,28,47980,ZONA BANANERA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-74.140081844 10.7630268185)
289365,,1991,12,1,23182,CHINU,CORDOBA,NORTE DE CORDOBA,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.2385377382 9.0324268947)
289368,,1991,12,10,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ASALTO,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.2412861592 11.0066568813)
289370,CR020230,1991,12,16,19142,CALOTO,CAUCA,NORTE DEL CAUCA,INCURSIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,1,0,0,0,0,0,0,20,,,20,ARMA DE FUEGO,POINT (-76.3535450306 3.0650043999)
289371,,1991,12,18,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,REUNIÓN PÚBLICA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-74.0295865913 3.4565287547)
289372,,1991,12,19,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,RETENCIÓN/EJECUCIÓN,GUERRILLA,NO IDENTIFICADA,0,0,0,1,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-73.849131011 7.165216335)
289374,,1991,12,21,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ASALTO,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289376,,1991,12,23,5591,PUERTO TRIUNFO,ANTIOQUIA,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-74.6391869537 6.0336036222)
289377,,1992,1,2,76100,BOLIVAR,VALLE DEL CAUCA,CENTRO DEL VALLE,ASALTO,AGENTE DEL ESTADO - GRUPO PARAMILITAR,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ARMA CORTO PUNZANTE - ARMA DE FUEGO,POINT (-76.3543407444 4.3573771445)
289378,,1992,1,2,17380,LA DORADA,CALDAS,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,1,0,0,,,5,ARMA DE FUEGO,POINT (-74.6582056212 5.4444060982)
289381,,1992,1,11,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,1,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289382,CR020236,1992,1,20,47053,ARACATACA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,1,0,0,0,1,0,0,0,0,,DAÑO A BIEN,4,ARMA DE FUEGO,POINT (-74.1867628365 10.589800014)
289383,CR040138,1992,1,20,47053,ARACATACA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,INTERCEPTACIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-74.1867628365 10.589800014)
289384,,1992,1,21,5690,SANTO DOMINGO,ANTIOQUIA,NORDESTE ANTIOQUEÑO,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,1,0,,OCULTAMIENTO DE CADÁVER,6,ND,POINT (-75.205286633 6.5474722643)
289385,,1992,1,22,5318,GUARNE,ANTIOQUIA,ORIENTE ANTIOQUEÑO,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,6,ND,POINT (-75.441653922 6.2780640767)
289386,,1992,1,23,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RETENCIÓN/EJECUCIÓN,DESCONOCIDO,NO APLICA,0,1,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289387,,1992,1,24,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,4,0,0,,,5,ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,POINT (-73.8499569753 7.064963864)
289388,,1992,1,26,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289389,,1992,2,2,85001,YOPAL,CASANARE,PIEDEMONTE LLANERO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,2,0,0,,,4,ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,POINT (-72.1976694361 5.1332354191)
289390,,1992,2,1,18756,SOLANO,CAQUETA,AMAZONIA SUR-ORIENTAL,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-75.2537043144 0.6989775253)
289391,,1992,2,7,23580,PUERTO LIBERTADOR,CORDOBA,ALTO SINU Y SAN JORGE,ASALTO,GUERRILLA,FARC,0,1,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.7795248971 7.7816047298)
289392,,1992,2,11,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289393,,1992,2,11,85001,YOPAL,CASANARE,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-72.396915159 5.3276126513)
289394,,1992,2,15,68190,CIMITARRA,SANTANDER,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,1,0,1,0,0,0,0,9,,,9,ARMA DE FUEGO,POINT (-73.9525821232 6.3206818675)
289396,,1992,2,27,19450,MERCADERES,CAUCA,PATIA,INTERCEPTACIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,7,ARMA DE FUEGO,POINT (-77.2710401935 1.734573118)
289397,,1992,3,3,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,OTRO,0,1,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-73.8499569753 7.064963864)
289399,,1992,3,3,5030,AMAGA,ANTIOQUIA,SUROESTE ANTIOQUEÑO,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-75.7019460715 6.0388085754)
289400,CR020244,1992,3,12,85430,TRINIDAD,CASANARE,LLANOS ORIENTALES,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-71.6633409045 5.4122147162)
289402,,1992,3,20,5172,CHIGORODO,ANTIOQUIA,URABA,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.6948719816 7.6442054667)
289403,,1992,3,22,76834,TULUA,VALLE DEL CAUCA,CENTRO DEL VALLE,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.1976996795 4.0852612385)
289405,,1992,4,1,23660,SAHAGUN,CORDOBA,NORTE DE CORDOBA,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-75.4459203022 8.9431254161)
289406,,1992,3,31,5138,CAÑASGORDAS,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.032209943 6.7594776844)
289407,CR021894,1992,4,2,50330,MESETAS,META,ARIARI GUAYABERO,RETENCIÓN/EJECUCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-74.0436808546 3.383924761)
289408,,1992,4,3,50330,MESETAS,META,ARIARI GUAYABERO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,1,1,0,0,1,0,0,1,4,,,7,ARMA DE FUEGO,POINT (-74.0436808546 3.383924761)
289409,,1992,4,5,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ATAQUE INDISCRIMINADO,OTRO ¿CUÁL?,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289410,,1992,4,9,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,3,0,0,,,7,ARMA DE FUEGO,POINT (-73.8499569753 7.064963864)
289411,,1992,4,12,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ASALTO,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289412,,1992,4,16,23670,SAN ANDRES DE SOTAVENTO,CORDOBA,NORTE DE CORDOBA,ASALTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,POINT (-75.5088938958 9.1451629431)
289414,,1992,4,19,5690,SANTO DOMINGO,ANTIOQUIA,NORDESTE ANTIOQUEÑO,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,1,0,0,,,4,ND,POINT (-75.1677837076 6.4748432929)
289415,,1992,4,21,5615,RIONEGRO,ANTIOQUIA,ORIENTE ANTIOQUEÑO,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.3767693823 6.14722409)
289417,,1992,4,28,70508,OVEJAS,SUCRE,MONTES DE MARIA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,1,0,1,,,4,ARMA DE FUEGO,POINT (-75.1781934178 9.5351450181)
289418,,1992,5,1,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,POINT (-75.581713332 6.246715564)
289419,,1992,5,2,47288,FUNDACION,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-74.1079064952 10.4015750645)
289420,,1992,5,2,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,DESCONOCIDA,GUERRILLA,ELN,0,0,0,0,0,0,6,0,0,,,4,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289421,,1992,5,3,23068,AYAPEL,CORDOBA,LA MOJANA,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.1462907587 8.314446629)
289422,,1992,5,8,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289423,,1992,5,16,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289425,,1992,5,17,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-74.2412861592 11.0066568813)
289427,,1992,5,23,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ASALTO,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,7,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289428,,1992,5,24,5088,BELLO,ANTIOQUIA,VALLE DE ABURRA,ATAQUE INDISCRIMINADO,GUERRILLA,ELN,0,0,0,0,0,0,5,0,0,,,9,ARMA DE FUEGO,POINT (-75.554665073 6.3340688364)
289429,,1992,5,26,23001,MONTERIA,CORDOBA,ALTO SINU Y SAN JORGE,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,4,,,4,ARMA DE FUEGO,POINT (-75.7563487744 8.4679256417)
289430,CR021895,1992,5,28,5480,MUTATA,ANTIOQUIA,URABA,FALSO POSITIVO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,,6,ND,POINT (-76.4358754017 7.2428750572)
289431,,1992,5,29,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289432,,1992,5,30,5234,DABEIBA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,FALSO POSITIVO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,5,,,5,ARMA DE FUEGO,POINT (-76.2629766474 7.0003219398)
289433,,1992,6,1,68573,PUERTO PARRA,SANTANDER,MAGDALENA MEDIO,RETÉN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,4,,,4,ND,POINT (-74.0560942894 6.6508067021)
289434,,1992,6,2,47170,CHIVOLO,MAGDALENA,CIENAGA GRANDE DE SANTA MARTA,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.623137943 10.0268411585)
289436,,1992,6,3,50313,GRANADA,META,ARIARI GUAYABERO,ATENTADO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,0,0,1,0,0,,TENTATIVA DE HOMICIDIO,6,ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,POINT (-73.7057153275 3.5466947237)
289438,,1992,6,4,44001,RIOHACHA,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,1,,,8,ARMA DE FUEGO,POINT (-72.911488911 11.5287513839)
289439,,1992,6,6,5266,ENVIGADO,ANTIOQUIA,VALLE DE ABURRA,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,14,ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,POINT (-75.5830101409 6.1670045516)
289440,,1992,6,10,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-73.8499569753 7.064963864)
289441,,1992,6,11,15761,SOMONDOCO,BOYACA,ALTIPLANO CUNDIBOYACENSE,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,2,0,0,,,6,ARMA DE FUEGO,POINT (-73.433392983 4.9857255072)
289442,,1992,6,17,47170,CHIVOLO,MAGDALENA,CIENAGA GRANDE DE SANTA MARTA,ASALTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.623137943 10.0268411585)
289443,,1992,6,28,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,POINT (-72.24190502 11.3783267846)
289444,CR2017289444,1992,7,2,68235,EL CARMEN DE CHUCURI,SANTANDER,MAGDALENA MEDIO,ASALTO,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-73.5112677449 6.6979114506)
289445,,1992,7,6,68385,LANDAZURI,SANTANDER,MAGDALENA MEDIO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,1,0,0,0,0,,,4,ND,POINT (-73.8110852764 6.2187486149)
289446,,1992,7,7,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,1,,,8,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289447,,1992,7,8,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,3,0,0,,,6,ARMA DE FUEGO,POINT (-73.8499569753 7.064963864)
289448,,1992,7,18,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ASALTO,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,4,0,0,,,5,ARMA DE FUEGO,POINT (-74.2534489818 10.9333491268)
289449,,1992,7,20,85125,HATO COROZAL,CASANARE,LLANOS ORIENTALES,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,4,,,4,ARMA DE FUEGO,POINT (-71.7649225437 6.1561724433)
289450,,1992,7,25,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,SICARIATO,GRUPO PARAMILITAR,OTRO,0,1,0,0,0,0,3,0,0,,,10,ARMA DE FUEGO,POINT (-74.1073590032 4.6501730303)
289451,,1992,7,27,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ASALTO,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289452,,1992,8,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,RETÉN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-73.875831539 3.3737278744)
289453,,1992,7,5,68689,SAN VICENTE DE CHUCURI,SANTANDER,MAGDALENA MEDIO,RUTA,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,4,,,4,ARMA DE FUEGO,POINT (-73.4110239344 6.8803829351)
289454,,1992,7,26,68689,SAN VICENTE DE CHUCURI,SANTANDER,MAGDALENA MEDIO,DESCONOCIDA,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-73.4110239344 6.8803829351)
289455,,1992,8,1,5736,SEGOVIA,ANTIOQUIA,NORDESTE ANTIOQUEÑO,ASALTO,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.7015910715 7.0796396792)
289456,,1992,8,1,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,INTERCEPTACIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289457,,1992,8,1,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ASALTO,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,8,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289458,,1992,8,3,18001,FLORENCIA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,1,0,0,,,7,ARMA DE FUEGO,POINT (-75.6085604324 1.6179229304)
289459,,1992,8,3,73555,PLANADAS,TOLIMA,SUR DEL TOLIMA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.6439614722 3.1976614695)
289460,,1992,8,12,20383,LA GLORIA,CESAR,MAGDALENA MEDIO,DESCONOCIDA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-73.5866178796 8.6007543963)
289461,,1992,8,12,5051,ARBOLETES,ANTIOQUIA,URABA,RUTA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,5,ND,POINT (-76.4270567981 8.8505677343)
289462,,1992,8,23,5172,CHIGORODO,ANTIOQUIA,URABA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-76.6812163995 7.6663004388)
289463,,1992,8,23,5837,TURBO,ANTIOQUIA,URABA,RETÉN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.6585376838 8.066060266)
289464,,1992,8,23,50251,EL CASTILLO,META,ARIARI GUAYABERO,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,4,,,4,ND,POINT (-73.7940127553 3.5638340194)
289466,CR2017289466,1992,8,23,18256,EL PAUJIL,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,OTRA ¿CUÁL?,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,1,0,0,,DAÑO A BIEN,4,ARTEFACTO EXPLOSIVO,POINT (-75.3261234569 1.5703732827)
289468,,1992,8,24,5665,SAN PEDRO DE URABA,ANTIOQUIA,URABA,RETÉN,GUERRILLA,DISIDENCIA EPL,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.3176428489 8.3970644235)
289469,,1992,8,26,19212,CORINTO,CAUCA,NORTE DEL CAUCA,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.2613141858 3.1738154571)
289470,,1992,8,26,66088,BELEN DE UMBRIA,RISARALDA,EJE CAFETERO,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-75.8682185239 5.2006453765)
289471,,1992,8,28,73555,PLANADAS,TOLIMA,SUR DEL TOLIMA,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-75.6439614722 3.1976614695)
289472,,1992,9,0,18460,MILAN,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,RETÉN,AGENTE DEL ESTADO,POLICÍA NACIONAL,0,0,0,0,0,0,0,0,1,,,4,ARMA DE FUEGO,POINT (-75.506962028 1.2904272018)
289473,,1992,9,8,5440,MARINILLA,ANTIOQUIA,ORIENTE ANTIOQUEÑO,RUTA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,1,0,,,5,ARMA DE FUEGO,POINT (-75.3394778776 6.1722692548)
289474,,1992,9,13,20045,BECERRIL,CESAR,SERRANIA DEL PERIJA,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-73.2135300531 9.6241615276)
289475,,1992,9,15,54223,CUCUTILLA,NORTE DE SANTANDER,CENTRO DE NORTE DE SANTANDER,ASALTO,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-72.7451672396 7.6093732724)
289476,CR020278,1992,9,16,5490,NECOCLI,ANTIOQUIA,URABA,INCURSIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,1,1,0,0,1,0,3,0,0,,,8,ARMA DE FUEGO,POINT (-76.5740115711 8.5475361509)
289477,CR122011,1992,9,23,5890,YOLOMBO,ANTIOQUIA,NORDESTE ANTIOQUEÑO,SICARIATO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARTEFACTO EXPLOSIVO,POINT (-75.0133505772 6.5945924336)
289478,CR119060,1992,9,24,5890,YOLOMBO,ANTIOQUIA,NORDESTE ANTIOQUEÑO,ATENTADO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARTEFACTO EXPLOSIVO,POINT (-75.0133505772 6.5945924336)
289479,,1992,9,25,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RUTA,GRUPO ARMADO NO DIRIMIDO,NO APLICA,0,1,0,0,1,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
289480,,1992,9,28,70230,CHALAN,SUCRE,MONTES DE MARIA,ASALTO,GRUPO ARMADO NO DIRIMIDO,NO APLICA,0,0,0,0,0,0,0,0,8,,,8,ARMA DE FUEGO,POINT (-75.3126963135 9.5453516237)
289481,,1992,10,1,50568,PUERTO GAITAN,META,ALTILLANURA,ASALTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,,8,ARMA DE FUEGO,POINT (-72.0830789361 4.3144874554)
289482,,1992,10,1,68307,GIRON,SANTANDER,PROVINCIA DE SOTO,RETENCIÓN/EJECUCIÓN,AGENTE DEL ESTADO,POLICÍA NACIONAL,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.1682558736 7.0727751091)
